crash_date,crash_time,borough,on_street,cross_street,contributing_factor,vehicle_type,persons_injured,persons_killed,lat,lon
2022-09-12,17:02:00,BROOKLYN,NEWPORT STREET,OSBORN STREET,Driver Inattention/Distraction,Bus,0,0,40.659756,-73.90628
2022-05-27,09:35:00,BROOKLYN,Unknown,Unknown,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.659966,-73.90491
2022-10-04,08:54:00,BROOKLYN,ROCKAWAY AVENUE,RIVERDALE AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.661015,-73.90853
2022-10-28,20:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.661083,-73.908035
2022-10-29,15:00:00,BROOKLYN,KINGS HIGHWAY,CLARKSON AVENUE,Failure to Yield Right-of-Way,Sedan,0,0,40.661404,-73.91967
2022-05-22,00:01:00,BROOKLYN,WATKINS STREET,RIVERDALE AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.661427,-73.90575
2022-06-21,09:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.661774,-73.92498
2022-02-28,14:00:00,BROOKLYN,Unknown,Unknown,Backing Unsafely,Station Wagon/Sport Utility Vehicle,1,0,40.66199,-73.922455
2022-06-30,00:15:00,BROOKLYN,Unknown,Unknown,Other Vehicular,Ambulance,0,0,40.662468,-73.9245
2022-07-04,14:59:00,BROOKLYN,Unknown,Unknown,Unspecified,Pick-up Truck,0,0,40.66307,-73.911964
2022-07-03,23:20:00,BROOKLYN,LIVONIA AVENUE,STONE AVENUE,Unspecified,Sedan,0,0,40.663105,-73.90518
2022-02-02,18:26:00,BROOKLYN,SARATOGA AVENUE,DUMONT AVENUE,Driver Inattention/Distraction,Pick-up Truck,2,0,40.663116,-73.915886
2022-01-10,10:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.663204,-73.90447
2022-06-15,04:55:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.66364,-73.91602
2022-02-18,16:10:00,BROOKLYN,RUTLAND ROAD,EAST 96 STREET,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.66386,-73.92456
2022-09-04,05:35:00,BROOKLYN,RALPH AVENUE,EAST 98 STREET,Unspecified,Sedan,0,0,40.66425,-73.922104
2022-09-04,09:24:00,BROOKLYN,EAST 98 STREET,RALPH AVENUE,Passing or Lane Usage Improper,Pick-up Truck,0,0,40.66425,-73.922104
2022-12-19,10:33:00,BROOKLYN,ROCKAWAY PARKWAY,RUTLAND ROAD,Unspecified,Sedan,0,0,40.664375,-73.92376
2022-11-24,20:49:00,BROOKLYN,STRAUSS STREET,BLAKE AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.66479,-73.91532
2022-01-24,00:02:00,BROOKLYN,BLAKE AVENUE,STRAUSS STREET,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1,0,40.66479,-73.91532
2022-03-18,19:20:00,BROOKLYN,Unknown,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.66519,-73.9271
2022-04-19,09:30:00,BROOKLYN,BOYLAND STREET,BLAKE AVENUE,Unspecified,Sedan,0,0,40.665207,-73.91252
2022-02-18,19:35:00,BROOKLYN,EAST NEW YORK AVENUE,EAST 96 STREET,Unspecified,Sedan,0,0,40.665512,-73.926384
2022-09-08,16:09:00,BROOKLYN,SUTTER AVENUE,TAPSCOTT STREET,Traffic Control Disregarded,Sedan,2,0,40.665627,-73.92045
2022-09-23,17:02:00,BROOKLYN,HOWARD AVENUE,SUTTER AVENUE,Unspecified,Sedan,1,0,40.66578,-73.91942
2022-10-24,19:16:00,BROOKLYN,SUTTER AVENUE,HOWARD AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,2,0,40.66578,-73.91942
2022-03-21,07:45:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.66651,-73.914444
2022-07-26,08:35:00,BROOKLYN,BOYLAND STREET,SUTTER AVENUE,Driver Inexperience,Station Wagon/Sport Utility Vehicle,0,0,40.666744,-73.91292
2022-07-29,11:45:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.666817,-73.92337
2022-10-08,01:29:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.667625,-73.91023
2022-05-31,16:30:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.66775,-73.90625
2022-04-20,10:30:00,BROOKLYN,Unknown,Unknown,Passing or Lane Usage Improper,Sedan,0,0,40.668064,-73.92052
2022-01-16,21:05:00,BROOKLYN,SUTTER AVENUE,POWELL STREET,Failure to Yield Right-of-Way,Pick-up Truck,1,0,40.668125,-73.90358
2022-09-22,02:46:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.668606,-73.91341
2022-06-03,21:46:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.66865,-73.91762
2022-11-21,15:34:00,BROOKLYN,PITKIN AVENUE,CHESTER STREET,Failure to Yield Right-of-Way,Sedan,0,0,40.669548,-73.911674
2022-05-12,23:37:00,BROOKLYN,ROCKAWAY AVENUE,PITKIN AVENUE,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle,1,0,40.66968,-73.91075
2022-01-30,14:00:00,BROOKLYN,PITKIN AVENUE,OSBORN STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.66996,-73.90889
2022-01-27,14:00:00,BROOKLYN,PITKIN AVENUE,SACKMAN STREET,Unspecified,Sedan,2,0,40.67053,-73.90511
2022-04-19,18:09:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Station Wagon/Sport Utility Vehicle,0,0,40.670624,-73.91097
2022-02-01,07:26:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.672386,-73.91064
2022-01-23,05:00:00,BROOKLYN,Unknown,Unknown,Steering Failure,Station Wagon/Sport Utility Vehicle,0,0,40.67264,-73.907646
2022-05-13,10:40:00,BROOKLYN,EAST NEW YORK AVENUE,JUNIUS STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.675205,-73.904396
2022-01-25,17:44:00,BROOKLYN,EMPIRE BOULEVARD,UTICA AVENUE,Driver Inattention/Distraction,Bus,0,0,40.663555,-73.93162
2022-02-20,16:45:00,BROOKLYN,EAST NEW YORK AVENUE,EAST 91 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.66362,-73.930695
2022-12-13,08:01:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.663692,-73.93595
2022-01-12,21:53:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.663963,-73.9412
2022-08-03,21:50:00,BROOKLYN,EAST NEW YORK AVENUE,MONTGOMERY STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.6642,-73.92941
2022-05-21,03:30:00,BROOKLYN,Unknown,Unknown,Fell Asleep,Sedan,1,0,40.665676,-73.931435
2022-05-29,12:47:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.66587,-73.94248
2022-08-14,15:13:00,BROOKLYN,ROCKAWAY PARKWAY,EAST NEW YORK AVENUE,Traffic Control Disregarded,Sedan,2,0,40.665916,-73.92547
2022-03-21,13:07:00,BROOKLYN,ROCHESTER AVENUE,CARROLL STREET,Passing Too Closely,Sedan,0,0,40.66597,-73.928604
2022-10-06,11:40:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,2,0,40.666294,-73.93467
2022-11-05,19:44:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.666615,-73.940544
2022-07-30,21:47:00,BROOKLYN,Unknown,Unknown,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,1,0,40.666744,-73.936874
2022-11-23,18:40:00,BROOKLYN,ROCHESTER AVENUE,PRESIDENT STREET,Driver Inattention/Distraction,Unknown,1,0,40.666866,-73.92853
2022-03-25,12:20:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.666965,-73.93022
2022-10-16,09:45:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.666985,-73.930885
2022-12-05,11:30:00,BROOKLYN,Unknown,Unknown,Failure to Yield Right-of-Way,Pick-up Truck,0,0,40.667133,-73.93365
2022-06-28,12:50:00,BROOKLYN,TROY AVENUE,UNION STREET,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.66813,-73.93675
2022-02-11,00:32:00,BROOKLYN,BUFFALO AVENUE,EASTERN PARKWAY,Driver Inattention/Distraction,Sedan,1,0,40.668507,-73.92561
2022-03-26,17:29:00,BROOKLYN,EASTERN PARKWAY,UTICA AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.668797,-73.93113
2022-11-15,18:10:00,BROOKLYN,EASTERN PARKWAY,ALBANY AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,2,0,40.66925,-73.93944
2022-01-12,17:57:00,BROOKLYN,KINGSTON AVENUE,EASTERN PARKWAY,Backing Unsafely,Sedan,0,0,40.669403,-73.94221
2022-11-23,03:45:00,BROOKLYN,BROOKLYN AVENUE,EASTERN PARKWAY,Following Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.66955,-73.94497
2022-12-28,14:03:00,BROOKLYN,UTICA AVENUE,SAINT JOHNS PLACE,Unspecified,Flat Bed,0,1,40.67058,-73.93096
2022-04-28,04:45:00,BROOKLYN,SAINT JOHNS PLACE,SCHENECTADY AVENUE,Fell Asleep,Tow Truck / Wrecker,0,0,40.670734,-73.93373
2022-12-18,05:30:00,BROOKLYN,SAINT JOHNS PLACE,HAMPTON PLACE,Driver Inattention/Distraction,Sedan,0,0,40.671124,-73.94094
2022-08-24,14:06:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.67219,-73.92755
2022-08-12,13:00:00,BROOKLYN,ALBANY AVENUE,PARK PLACE,Driver Inattention/Distraction,Sedan,0,0,40.672825,-73.93908
2022-09-06,22:21:00,BROOKLYN,ALBANY AVENUE,SAINT MARKS AVENUE,Driver Inattention/Distraction,Bike,1,0,40.6746,-73.9389
2022-08-20,13:00:00,BROOKLYN,BERGEN STREET,SCHENECTADY AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.675186,-73.933304
2022-10-13,20:20:00,BROOKLYN,FULTON STREET,SCHENECTADY AVENUE,Turning Improperly,Sedan,1,0,40.67948,-73.93291
2022-08-30,19:48:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,2,0,40.679646,-73.93606
2022-11-19,22:00:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Sedan,0,0,40.67968,-73.93663
2022-09-29,03:01:00,BROOKLYN,Unknown,Unknown,Unsafe Speed,Sedan,3,0,40.679737,-73.93768
2022-12-01,12:15:00,BROOKLYN,CROPSEY AVENUE,BAY 50 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.58516,-73.9874
2022-10-25,19:25:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.58956,-73.99089
2022-04-17,09:55:00,BROOKLYN,CROPSEY AVENUE,BAY 37 STREET,Following Too Closely,Sedan,0,0,40.593586,-73.99428
2022-01-21,08:08:00,BROOKLYN,BATH AVENUE,BAY 31 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.598045,-73.99661
2022-12-16,03:22:00,BROOKLYN,CROPSEY AVENUE,BAY 28 STREET,Windshield Inadequate,Dump,0,0,40.59829,-74.000046
2022-08-11,19:10:00,BROOKLYN,Unknown,Unknown,Passing or Lane Usage Improper,Sedan,0,0,40.599613,-73.99003
2022-01-14,11:35:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.59993,-73.99832
2022-03-12,18:15:00,BROOKLYN,21 AVENUE,BATH AVENUE,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.600006,-73.999466
2022-12-28,07:50:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Sedan,0,0,40.601166,-74.00462
2022-07-10,18:15:00,BROOKLYN,BAY 16 STREET,SHORE PARKWAY,Unspecified,Bike,2,0,40.601654,-74.01087
2022-08-12,12:20:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.603004,-74.00611
2022-09-10,14:29:00,BROOKLYN,86 STREET,21 AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.603275,-73.99606
2022-08-17,07:20:00,BROOKLYN,83 STREET,BAY PARKWAY,Driver Inattention/Distraction,Bike,1,0,40.60365,-73.99204
2022-09-03,12:12:00,BROOKLYN,Unknown,Unknown,Lost Consciousness,Station Wagon/Sport Utility Vehicle,1,0,40.604473,-73.99801
2022-07-10,18:09:00,BROOKLYN,81 STREET,BAY PARKWAY,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.604767,-73.99088
2022-04-08,16:30:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.607883,-74.00696
2022-06-05,09:50:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.612698,-74.00399
2022-02-06,00:08:00,BROOKLYN,18 AVENUE,76 STREET,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.61278,-73.996605
2022-01-21,00:10:00,BROOKLYN,18 STREET,10 AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.65638,-73.98066
2022-10-03,09:52:00,BROOKLYN,17 STREET,PROSPECT PARK WEST,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.65827,-73.982285
2022-10-01,14:05:00,BROOKLYN,18 STREET,8 AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,3,0,40.65901,-73.98509
2022-08-21,09:21:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.664753,-73.987656
2022-08-08,18:15:00,BROOKLYN,17 STREET,4 AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.66495,-73.993355
2022-09-29,16:05:00,BROOKLYN,17 STREET,4 AVENUE,Unspecified,Sedan,1,0,40.66495,-73.993355
2022-12-08,19:15:00,BROOKLYN,5 AVENUE,16 STREET,Following Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.664963,-73.98982
2022-10-24,18:30:00,BROOKLYN,6 AVENUE,14 STREET,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.665028,-73.98646
2022-10-12,14:20:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.66516,-73.98967
2022-02-23,12:00:00,BROOKLYN,PROSPECT AVENUE,4 AVENUE,Passing or Lane Usage Improper,Pick-up Truck,1,0,40.66551,-73.992775
2022-03-09,08:40:00,BROOKLYN,6 AVENUE,13 STREET,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.66563,-73.985954
2022-07-30,15:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.665813,-73.991554
2022-12-28,23:17:00,BROOKLYN,5 AVENUE,14 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.66617,-73.988815
2022-05-15,21:20:00,BROOKLYN,4 AVENUE,15 STREET,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.666737,-73.991745
2022-11-01,08:27:00,BROOKLYN,15 STREET,4 AVENUE,Passing or Lane Usage Improper,E-Bike,0,0,40.666737,-73.991745
2022-07-08,15:13:00,BROOKLYN,4 AVENUE,15 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.666737,-73.991745
2022-07-10,15:32:00,BROOKLYN,PROSPECT PARK WEST,4 STREET,Driver Inattention/Distraction,E-Bike,1,0,40.66762,-73.974335
2022-01-17,19:09:00,BROOKLYN,5 STREET,8 AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.668167,-73.97721
2022-09-29,17:05:00,BROOKLYN,Unknown,Unknown,Obstruction/Debris,Sedan,0,0,40.668617,-73.98515
2022-01-23,01:13:00,BROOKLYN,Unknown,Unknown,Oversized Vehicle,Tractor Truck Diesel,0,0,40.668617,-73.98515
2022-09-15,05:00:00,BROOKLYN,4 AVENUE,10 STREET,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0,0,40.669754,-73.98923
2022-09-19,13:50:00,BROOKLYN,4 AVENUE,10 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.669754,-73.98923
2022-10-07,19:19:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Sedan,0,0,40.670242,-73.993774
2022-08-09,00:10:00,BROOKLYN,2 AVENUE,12 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.67079,-73.9949
2022-05-13,15:15:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,1,0,40.670856,-73.98626
2022-04-28,12:00:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.671543,-73.982475
2022-07-07,09:00:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.67158,-73.97906
2022-10-06,09:40:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Ambulance,0,0,40.67201,-73.99219
2022-10-12,08:30:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.6725,-73.98695
2022-02-11,10:10:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.6726,-73.97358
2022-05-24,09:50:00,BROOKLYN,4 AVENUE,5 STREET,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,1,0,40.672768,-73.98672
2022-05-17,15:34:00,BROOKLYN,4 AVENUE,5 STREET,Driver Inattention/Distraction,Sedan,1,0,40.672768,-73.98672
2022-09-18,00:33:00,BROOKLYN,Unknown,Unknown,Alcohol Involvement,Sedan,1,0,40.672905,-73.98981
2022-06-04,12:05:00,BROOKLYN,8 AVENUE,UNION STREET,Driver Inattention/Distraction,Sedan,0,0,40.673485,-73.97296
2022-09-15,15:05:00,BROOKLYN,4 AVENUE,3 STREET,Driver Inattention/Distraction,Sedan,0,0,40.673973,-73.9857
2022-09-03,12:10:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.6754,-73.9887
2022-10-25,15:20:00,BROOKLYN,4 AVENUE,UNION STREET,Driver Inattention/Distraction,PK,1,0,40.677406,-73.983055
2022-02-07,18:12:00,BROOKLYN,UNION STREET,4 AVENUE,Unspecified,Taxi,0,0,40.677406,-73.983055
2022-10-13,23:55:00,BROOKLYN,Unknown,Unknown,Reaction to Uninvolved Vehicle,Sedan,0,0,40.677948,-73.984406
2022-10-26,15:00:00,BROOKLYN,EASTERN PARKWAY,BEDFORD AVENUE,Oversized Vehicle,Station Wagon/Sport Utility Vehicle,0,0,40.670124,-73.95528
2022-11-14,07:35:00,BROOKLYN,BEDFORD AVENUE,LINCOLN PLACE,Following Too Closely,Sedan,0,0,40.670994,-73.95496
2022-03-28,15:54:00,BROOKLYN,ROGERS AVENUE,PARK PLACE,Passing or Lane Usage Improper,Sedan,0,0,40.67357,-73.95294
2022-09-05,18:39:00,BROOKLYN,Unknown,Unknown,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.673817,-73.95013
2022-08-03,08:59:00,BROOKLYN,ROGERS AVENUE,BERGEN STREET,Unsafe Lane Changing,Sedan,0,0,40.676243,-73.95269
2022-01-29,12:29:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.678177,-73.94469
2022-12-17,11:50:00,BROOKLYN,FULTON STREET,VERONA PLACE,Passing or Lane Usage Improper,Sedan,0,0,40.68029,-73.94774
2022-01-10,13:35:00,BROOKLYN,NOSTRAND AVENUE,FULTON STREET,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,0,0,40.68039,-73.94956
2022-06-08,15:45:00,BROOKLYN,BEDFORD AVENUE,HANCOCK STREET,Failure to Yield Right-of-Way,Sedan,1,0,40.682114,-73.95367
2022-06-25,05:10:00,BROOKLYN,NOSTRAND AVENUE,HANCOCK STREET,Driver Inattention/Distraction,Sedan,0,0,40.682537,-73.95002
2022-02-26,11:38:00,BROOKLYN,BEDFORD AVENUE,PUTNAM AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.683582,-73.953964
2022-03-15,18:30:00,BROOKLYN,MARCY AVENUE,DE KALB AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.691708,-73.94849
2022-07-20,19:00:00,BROOKLYN,Unknown,Unknown,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.67624,-73.97425
2022-02-18,15:45:00,BROOKLYN,7 AVENUE,FLATBUSH AVENUE,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.677998,-73.97306
2022-10-07,08:00:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Bus,0,0,40.67958,-73.975174
2022-04-06,16:30:00,BROOKLYN,5 AVENUE,WARREN STREET,Following Too Closely,Bus,1,0,40.680218,-73.97789
2022-07-29,17:45:00,BROOKLYN,Unknown,Unknown,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1,0,40.68033,-73.97262
2022-12-02,08:00:00,BROOKLYN,4 AVENUE,BALTIC STREET,Driver Inattention/Distraction,Sedan,1,0,40.680595,-73.980896
2022-04-07,15:23:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Sedan,0,0,40.680664,-73.98521
2022-11-21,15:41:00,BROOKLYN,WARREN STREET,4 AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.68122,-73.98047
2022-08-30,13:37:00,BROOKLYN,BALTIC STREET,NEVINS STREET,Driver Inattention/Distraction,Sedan,0,0,40.68228,-73.985245
2022-03-30,23:40:00,BROOKLYN,PACIFIC STREET,FLATBUSH AVENUE,Unspecified,Sedan,0,0,40.68297,-73.97667
2022-01-11,13:56:00,BROOKLYN,FORT GREENE PLACE,ATLANTIC AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.683514,-73.97596
2022-01-05,06:20:00,BROOKLYN,ATLANTIC AVENUE,FORT GREENE PLACE,Following Too Closely,Sedan,0,0,40.683514,-73.97596
2022-02-23,11:10:00,BROOKLYN,FORT GREENE PLACE,ATLANTIC AVENUE,Passing Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.683514,-73.97596
2022-06-15,18:48:00,BROOKLYN,4 AVENUE,PACIFIC STREET,Driver Inattention/Distraction,Sedan,0,0,40.683765,-73.97877
2022-11-07,19:41:00,BROOKLYN,4 AVENUE,PACIFIC STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.683765,-73.97877
2022-05-10,16:58:00,BROOKLYN,FLATBUSH AVENUE,ATLANTIC AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.68405,-73.97746
2022-10-02,05:55:00,BROOKLYN,ATLANTIC AVENUE,FLATBUSH AVENUE,Fell Asleep,Bus,0,0,40.68405,-73.97746
2022-11-21,10:10:00,BROOKLYN,4 AVENUE,ATLANTIC AVENUE,Turning Improperly,Station Wagon/Sport Utility Vehicle,0,0,40.68442,-73.97839
2022-01-02,15:36:00,BROOKLYN,ATLANTIC AVENUE,4 AVENUE,Turning Improperly,Tanker,0,0,40.68442,-73.97839
2022-06-17,22:00:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Sedan,1,0,40.684437,-73.97773
2022-07-05,16:54:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.68474,-73.974144
2022-06-16,01:17:00,BROOKLYN,DEAN STREET,NEVINS STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.684814,-73.98353
2022-09-14,00:00:00,BROOKLYN,HOYT STREET,WYCKOFF STREET,Unspecified,Sedan,1,0,40.685223,-73.988716
2022-10-20,14:13:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.685226,-73.978294
2022-05-21,19:30:00,BROOKLYN,ATLANTIC AVENUE,3 AVENUE,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1,0,40.68532,-73.98071
2022-08-15,18:00:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.685524,-73.98125
2022-06-11,12:01:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Moped,1,0,40.689632,-73.973625
2022-03-09,01:25:00,BROOKLYN,18 AVENUE,EAST 2 STREET,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,0,0,40.631275,-73.97606
2022-03-20,20:06:00,BROOKLYN,44 STREET,DAHILL ROAD,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.631275,-73.97832
2022-03-20,11:40:00,BROOKLYN,EAST 7 STREET,18 AVENUE,Obstruction/Debris,Van,0,0,40.63372,-73.97088
2022-08-05,14:10:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.635788,-73.975815
2022-10-18,08:40:00,BROOKLYN,40 STREET,16 AVENUE,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0,0,40.636078,-73.98027
2022-04-15,21:25:00,BROOKLYN,OCEAN PARKWAY,DITMAS AVENUE,Driver Inattention/Distraction,Taxi,1,0,40.63613,-73.97274
2022-01-07,12:18:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.640697,-73.975685
2022-12-26,18:15:00,BROOKLYN,AVENUE C,CONEY ISLAND AVENUE,Unspecified,Unknown,1,0,40.64138,-73.969406
2022-06-06,21:30:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.64156,-73.979195
2022-10-26,16:50:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,2,0,40.642925,-73.97881
2022-01-19,18:54:00,BROOKLYN,37 STREET,12 AVENUE,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,0,0,40.643074,-73.987335
2022-07-30,21:04:00,BROOKLYN,FORT HAMILTON PARKWAY,39 STREET,Driver Inattention/Distraction,Sedan,1,0,40.643166,-73.9905
2022-09-29,17:00:00,BROOKLYN,CHURCH AVENUE,EAST 3 STREET,Unspecified,Sedan,2,0,40.643635,-73.97746
2022-02-11,22:00:00,BROOKLYN,DAHILL ROAD,CLARA STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.644253,-73.98079
2022-07-27,09:10:00,BROOKLYN,CHURCH AVENUE,PROSPECT EXPRESSWAY,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.644913,-73.97443
